unique_id,concert_id,source_id,scraper_id,venue_id,artist,artist_short,venue,venue_short,day_of_week,date,street_address,city,state_code,zip_code,start_time,end_time,door_time,event_free,event_details,first_description,second_description,genre,quality_score
0,0,2,1,0,Race Talks: Opportunities for Dialogue,Race Talks: Opportunities f...,Gynamsium at The Kennedy School,Gynamsium at The Kennedy Sc...,Tuesday,2020-04-14,5736 NE 33rd Ave.,Portland,OR,97211,7 pm,,,1,Minor with parent or guardian,"This series deals with race in Oregon, both historically and up to the present time, to provide learning experiences that support the development of racial identity and sensitivity.","Each month, Kennedy School hosts a presentation on a different topic of ethnicity and racial elements in Oregon history, given by educators and/or experts in the topic at hand. The aim is to provide educational and learning experiences that support the development of intercultural sensitivity and racial identity. ",default,0
0,0,2,1,0,Race Talks: Opportunities for Dialogue,Race Talks: Opportunities f...,Gynamsium at The Kennedy School,Gynamsium at The Kennedy Sc...,Tuesday,2020-07-14,5736 NE 33rd Ave.,Portland,OR,97211,7 pm,,,1,Minor with parent or guardian,"This series deals with race in Oregon, both historically and up to the present time, to provide learning experiences that support the development of racial identity and sensitivity.","Each month, Kennedy School hosts a presentation on a different topic of ethnicity and racial elements in Oregon history, given by educators and/or experts in the topic at hand. The aim is to provide educational and learning experiences that support the development of intercultural sensitivity and racial identity. ",default,0
0,0,2,1,0,Race Talks: Opportunities for Dialogue,Race Talks: Opportunities f...,Gynamsium at The Kennedy School,Gynamsium at The Kennedy Sc...,Tuesday,2020-09-8,5736 NE 33rd Ave.,Portland,OR,97211,7 pm,,,1,Minor with parent or guardian,"This series deals with race in Oregon, both historically and up to the present time, to provide learning experiences that support the development of racial identity and sensitivity.","Each month, Kennedy School hosts a presentation on a different topic of ethnicity and racial elements in Oregon history, given by educators and/or experts in the topic at hand. The aim is to provide educational and learning experiences that support the development of intercultural sensitivity and racial identity. ",default,0
0,0,2,1,0,Race Talks: Opportunities for Dialogue,Race Talks: Opportunities f...,Gynamsium at The Kennedy School,Gynamsium at The Kennedy Sc...,Tuesday,2020-06-9,5736 NE 33rd Ave.,Portland,OR,97211,7 pm,,,1,Minor with parent or guardian,"This series deals with race in Oregon, both historically and up to the present time, to provide learning experiences that support the development of racial identity and sensitivity.","Each month, Kennedy School hosts a presentation on a different topic of ethnicity and racial elements in Oregon history, given by educators and/or experts in the topic at hand. The aim is to provide educational and learning experiences that support the development of intercultural sensitivity and racial identity. ",default,0
0,0,2,1,0,Race Talks: Opportunities for Dialogue,Race Talks: Opportunities f...,Gynamsium at The Kennedy School,Gynamsium at The Kennedy Sc...,Tuesday,2020-05-12,5736 NE 33rd Ave.,Portland,OR,97211,7 pm,,,1,Minor with parent or guardian,"This series deals with race in Oregon, both historically and up to the present time, to provide learning experiences that support the development of racial identity and sensitivity.","Each month, Kennedy School hosts a presentation on a different topic of ethnicity and racial elements in Oregon history, given by educators and/or experts in the topic at hand. The aim is to provide educational and learning experiences that support the development of intercultural sensitivity and racial identity. ",default,0
0,0,2,1,0,Race Talks: Opportunities for Dialogue,Race Talks: Opportunities f...,Gynamsium at The Kennedy School,Gynamsium at The Kennedy Sc...,Tuesday,2020-08-11,5736 NE 33rd Ave.,Portland,OR,97211,7 pm,,,1,Minor with parent or guardian,"This series deals with race in Oregon, both historically and up to the present time, to provide learning experiences that support the development of racial identity and sensitivity.","Each month, Kennedy School hosts a presentation on a different topic of ethnicity and racial elements in Oregon history, given by educators and/or experts in the topic at hand. The aim is to provide educational and learning experiences that support the development of intercultural sensitivity and racial identity. ",default,0
0,0,2,1,0,Race Talks: Opportunities for Dialogue,Race Talks: Opportunities f...,Gynamsium at The Kennedy School,Gynamsium at The Kennedy Sc...,Tuesday,2020-10-13,5736 NE 33rd Ave.,Portland,OR,97211,7 pm,,,1,Minor with parent or guardian,"This series deals with race in Oregon, both historically and up to the present time, to provide learning experiences that support the development of racial identity and sensitivity.","Each month, Kennedy School hosts a presentation on a different topic of ethnicity and racial elements in Oregon history, given by educators and/or experts in the topic at hand. The aim is to provide educational and learning experiences that support the development of intercultural sensitivity and racial identity. ",default,0
0,0,2,1,0,Race Talks: Opportunities for Dialogue,Race Talks: Opportunities f...,Gynamsium at The Kennedy School,Gynamsium at The Kennedy Sc...,Tuesday,2020-11-10,5736 NE 33rd Ave.,Portland,OR,97211,7 pm,,,1,Minor with parent or guardian,"This series deals with race in Oregon, both historically and up to the present time, to provide learning experiences that support the development of racial identity and sensitivity.","Each month, Kennedy School hosts a presentation on a different topic of ethnicity and racial elements in Oregon history, given by educators and/or experts in the topic at hand. The aim is to provide educational and learning experiences that support the development of intercultural sensitivity and racial identity. ",default,0
0,0,2,1,0,Sweet  N' Juicy,Sweet  N' Juicy,Gynamsium at The Kennedy School,Gynamsium at The Kennedy Sc...,Thursday,2020-03-26,5736 NE 33rd Ave.,Portland,OR,97211,7 pm,9 pm,,1,All ages welcome,"Sweet N' Juicy formed in 2017 with the intention of creating songwriter-funk, people-pleasing music.","They were the house band for a weekly variety show which featured Grammy Award winners, comedians, local celebrities and more for several years in their hometown of Portland, Ore. Individually members have been on Warped tour, MTV,  , co-written music with Blondie, and have been session musicians for dozens of records. Couple that with a vaudevillian style performance and you have a unique and entertaining show. Be ready to party. ",default,0
0,0,2,1,0,The Dead Band,The Dead Band,Gynamsium at The Kennedy School,Gynamsium at The Kennedy Sc...,Thursday,2020-03-19,5736 NE 33rd Ave.,Portland,OR,97211,7 p.m,9 p.m,,1,All ages welcome,The Dead Band is dedicated to playing Grateful Dead music all the time at all times.,No venue is too small. This is what we do best. ,default,0
0,0,2,1,0,Race Talks: Opportunities for Dialogue,Race Talks: Opportunities f...,Gynamsium at The Kennedy School,Gynamsium at The Kennedy Sc...,Tuesday,2020-03-10,5736 NE 33rd Ave.,Portland,OR,97211,7 pm,,,1,Minor with parent or guardian,"This series deals with race in Oregon, both historically and up to the present time, to provide learning experiences that support the development of racial identity and sensitivity.","Each month, Kennedy School hosts a presentation on a different topic of ethnicity and racial elements in Oregon history, given by educators and/or experts in the topic at hand. The aim is to provide educational and learning experiences that support the development of intercultural sensitivity and racial identity. ",default,0
